order_detail_id,order_id,product_id,product_price,order_quantity,shipping_Address,city,postcode
27368266,14622950,94891449,75.72,2,6 Wood shoals,Liverpool,HG8H 0EB
35282372,06463299,10435784,15.38,4,Studio 32c,Newcastle,E3J 9NX
88742790,31440021,59817651,11.04,3,Flat 19,Belfast,PR20 1WP
38336848,84567650,45060444,94.8,4,Flat 0,Edinburgh,AL24 6PJ
56922441,92528428,35031405,42.64,3,Studio 25u,Bristol,G7U 4DN
39660126,21915035,16457292,46.31,4,15 Vanessa coves,London,BS3 6PY
89093303,18478061,77407910,37.76,2,8 Tracey crest,Edinburgh,CF2 1FZ
78552871,47126210,67842782,40.55,3,Studio 4,Cardiff,GY68 0TT
26794017,39483948,10915900,13.81,1,8 Byrne square,Belfast,HD6W 4HU
13158896,23067107,22906821,45.81,1,424 Lindsey cove,Manchester,DY68 6UG
45180149,89522622,80262685,54.48,2,89 Taylor pines,Birmingham,G0J 5HU
35226197,24631667,22895462,548.1,2,Flat 06,Liverpool,TS62 7HU
63041611,81698546,39537344,37.69,2,776 Peter cliffs,Glasgow,E65 4FD
19785138,15508602,94412162,24.35,3,30 Lydia isle,Liverpool,E1T 4JH
49108489,07885850,04958170,41.41,1,Flat 18,Bristol,M8 6YN
00806883,77130265,96392838,64.14,3,377 Adam station,London,N6 5ZT
37668476,98940784,53972096,41.68,4,Studio 64,Newcastle,G41 5RA
76315148,06380631,25729354,41.07,4,Studio 44N,Birmingham,BS20 8PP
48177761,03389095,23988989,49.52,2,19 Cunningham field,Liverpool,WC36 6ZL
83232434,70025580,18703140,193.69,4,15 Doyle spurs,London,TQ8 7JW
49982407,06380631,75946515,35.53,1,Studio 44N,Birmingham,BS20 8PP
12777559,38173835,88649242,6.76,1,Flat 72w,Manchester,CO8M 6HJ
88047394,86086901,14314613,41.24,1,Studio 22,Edinburgh,KY3 2UX
31511476,87159184,41418131,31.73,3,Flat 5,Belfast,BL46 1LH
82496753,16410023,68195170,23.42,2,Flat 78,Manchester,SO9B 6BD
58778989,49757772,93397593,5.01,1,8 Chambers junctions,Edinburgh,N3S 3ZP
77627700,53383964,16221641,47.99,4,973 Gillian light,Cardiff,ME88 5FY
30907843,68479440,44958566,87.74,1,0 Scott lights,Belfast,N4 0QZ
92135327,61491941,22895462,548.1,2,5 Griffiths ways,Glasgow,N2F 5EY
39520088,70114071,67690961,41.31,2,Studio 5,Manchester,S0S 0QH
54392139,73939553,11460278,14.22,2,Flat 5,Manchester,E6 4GW
61251462,70541202,62201054,30.29,4,Flat 4,London,N7D 3RJ
71975076,03679503,34142232,90.71,4,Studio 4,London,M93 1QX
30679944,87237659,99003221,31.51,3,40 Arthur plaza,Edinburgh,G2T 8DA
98091881,21298124,16221641,47.99,2,Studio 02,Birmingham,G5F 9WJ
49522594,28813693,29041118,12.49,4,Flat 14e,Glasgow,S2 0XS
37198803,01546266,57328235,27.85,4,324 Jane corner,Liverpool,SS7H 0RE
94427928,36581301,73887935,61.47,3,89 Wilkins squares,Newcastle,PA3N 7YL
60161769,38250677,44958566,87.74,1,41 Lesley fords,Belfast,PR85 9ZA
73992251,97320509,34208577,747.27,2,Flat 74H,Bristol,G6 4PP
64464209,30221424,88649242,6.76,3,85 Austin vista,Newcastle,M0H 3WQ
97249912,22020680,75286654,48.93,1,Studio 64,Manchester,TR8B 0NU
79513069,13166836,67690961,41.31,1,23 Coles glen,Newcastle,W7B 7RZ
51929790,03314835,45875503,28.42,4,07 Kerr gardens,Liverpool,FK2 5UJ
19546485,39768493,03657114,72.8,1,Flat 2,London,N6 1YA
76084164,49548328,96673451,34.35,3,7 Denise throughway,Edinburgh,B1H 8EZ
19302272,52384013,87951673,91.72,1,Studio 02L,Glasgow,SN7R 5FE
78372375,00053828,74049637,18.33,1,Studio 5,Cardiff,N94 0FX
60778336,09539398,45173530,28.04,3,5 Lawrence lake,Bristol,IP2W 7AP
43348357,23971654,15278519,29.45,4,Flat 45,Belfast,WF0 6LN
31146632,18876479,19689248,23.3,4,77 Watson cape,Manchester,JE7 4JG
11151098,28942101,93397593,5.01,4,34 Irene bridge,Birmingham,M0 6GQ
73618829,46653527,47833906,23.54,3,86 Goddard lodge,Cardiff,G6 9SR
27140641,41478928,33353748,28.68,4,552 Mathew streets,Glasgow,E81 4ZF
82510197,83307369,63771881,24.4,1,65 Declan falls,Edinburgh,W7K 4EE
20444831,86581179,53846489,342.68,1,Studio 1,Liverpool,N8J 6NN
32099447,92528428,67105521,22.07,3,Studio 25u,Bristol,G7U 4DN
69306217,89066689,44698588,63.92,4,41 Smith trail,Bristol,BA4W 7YH
19338480,72981150,71623970,70.26,1,052 Carole courts,Cardiff,HA04 3RN
14231020,94313132,20593375,16.56,1,1 Martin ways,Edinburgh,B28 7RG
74548721,49350080,96392838,64.14,2,1 Read shore,Newcastle,S5 4UH
31258101,56616257,94412162,24.35,2,691 Ellis grove,Cardiff,B7S 9SB
80423549,90549822,14314613,41.24,1,Studio 36,Glasgow,PE5 0RL
75822779,49548328,17572222,87.9,1,7 Denise throughway,Edinburgh,B1H 8EZ
47342265,92955992,49362178,94.04,4,7 Smith circles,Newcastle,RM86 1DE
70893721,73845091,29041118,12.49,2,2 Nelson mount,London,E6 2YB
36130454,75584516,49377369,86.65,2,Flat 18e,London,WR2N 3WY
42561484,41478928,57085125,70.46,3,552 Mathew streets,Glasgow,E81 4ZF
99001074,94491694,87862692,81.47,3,507 Morgan plains,Edinburgh,L25 1DQ
92526886,71497690,87951673,91.72,2,Studio 6,Cardiff,B91 2RU
73331282,13480726,68890420,14.65,3,2 Higgins bypass,Belfast,E16 9UN
64143005,48087151,74049637,18.33,2,02 Brandon land,Manchester,CV46 9NU
93349255,75169529,25555768,34.68,4,718 Amy trail,Birmingham,ML8N 8GH
50007151,99362953,65471670,22.44,2,Flat 93R,Belfast,ML3 1TE
41359265,11035424,48444593,48.53,4,Studio 07,Glasgow,B4 4AN
10537056,63917910,20593375,16.56,3,Flat 95r,Liverpool,IV3 8GP
86419483,48845574,32596846,7.73,1,3 Mistry loop,Bristol,E6 0FB
33572953,07885850,73781933,16.72,1,Flat 18,Bristol,M8 6YN
78463799,05091675,39537344,37.69,1,Studio 8,Belfast,G71 6WG
85242884,68545050,66951063,794.28,2,Flat 2,Newcastle,L4 2ZN
01562678,02104407,16487613,17.49,2,099 Wayne views,London,E8 9EP
80524711,18478061,69894676,15.28,4,8 Tracey crest,Edinburgh,CF2 1FZ
44391658,89066689,78666159,90.33,3,41 Smith trail,Bristol,BA4W 7YH
22243274,17114180,79051123,573.47,1,Studio 97c,Belfast,SR6 4DY
43844750,38250677,41196942,42.06,4,41 Lesley fords,Belfast,PR85 9ZA
34679731,35985868,85584977,72.65,2,Flat 78H,Edinburgh,WR20 8DL
28736471,64303781,63082690,48.68,1,88 Martin junction,Cardiff,B2 7ZY
57197955,77532232,76319599,50.92,3,Flat 11,Birmingham,B39 5TY
34351419,39483948,29041118,12.49,3,8 Byrne square,Belfast,HD6W 4HU
98215888,69520374,40793538,84.39,3,2 Chapman crossing,Liverpool,SE7P 4RQ
55432467,85222025,68895358,99.03,1,Flat 08Z,Newcastle,B9C 1TJ
37600622,68114479,33353748,28.68,1,Studio 77q,Edinburgh,L8C 1EX
98354151,86884280,83521990,22.61,2,Flat 39,Belfast,G49 5NT
60897232,40706777,33353748,28.68,3,053 Cooper run,Edinburgh,N3 6UT
27174302,97320509,43240521,82.98,2,Flat 74H,Bristol,G6 4PP
06880090,96393892,18703140,193.69,4,Studio 53,Manchester,G1D 6YA
12818653,66323367,25555768,34.68,1,Studio 51,Birmingham,S08 7SZ
74476156,28727156,64062315,832.06,2,73 Karen mountains,Newcastle,TS6 3QR
54229116,49601124,67690961,41.31,1,35 Glover well,London,DG55 5JW
87203179,87544293,25230208,897.03,4,Studio 8,Glasgow,ZE7 0YP
07039611,09242788,80262685,54.48,2,Studio 92w,London,B8U 6DS
29775885,88590412,96392838,64.14,1,Flat 33,Bristol,G7 1TJ
13305695,21915035,68890420,14.65,3,15 Vanessa coves,London,BS3 6PY
47045620,00481988,62201054,30.29,4,3 Garner dale,Bristol,YO0Y 0HG
78272237,99044916,76319599,50.92,3,35 Stephen ferry,Liverpool,S60 6ES
85259207,78460914,51547494,22.4,1,Flat 51J,Liverpool,S9 1NB
85050738,69351327,82394037,14.95,2,Flat 2,Glasgow,WA3 4WH
94135091,87590337,62975684,948.98,3,Flat 6,Glasgow,SK3 3NX
81638689,11137284,55522726,40.17,2,79 Robinson meadows,Birmingham,B0 3NB
67701197,51247381,56082116,69.06,3,Studio 51s,Bristol,SK96 2GG
36740814,74090856,65446568,69.16,1,Flat 21,Liverpool,G7 3EP
62134899,72981150,47952768,9.86,3,052 Carole courts,Cardiff,HA04 3RN
17429749,36242322,75941240,13.58,2,Flat 67,Bristol,LE7B 5XR
18933594,70823809,18842395,938.89,1,2 Jackson port,Liverpool,RM88 1PG
20263678,92229152,98998293,20.86,2,1 Naomi pines,Liverpool,E8G 5TZ
65852588,96393892,68939958,230.78,2,Studio 53,Manchester,G1D 6YA
16406118,26341863,73887935,61.47,1,Studio 83G,Newcastle,E48 4AF
89130054,92291212,94412162,24.35,3,54 Hilary shores,Manchester,E50 4RB
08398007,66714579,12870571,69.17,4,675 Kevin ways,Glasgow,LD6 0WY
21464697,42825029,21097867,901.34,3,890 Hill meadow,Birmingham,E7 3TU
81404418,67801737,63771881,24.4,1,59 Smith row,London,S4 7PQ
95443210,72230482,86006498,173.8,1,17 Hughes path,Edinburgh,WC2 2PY
65905396,30992678,83402982,31.38,4,Flat 7,Newcastle,PE5X 4GN
81323674,70201723,41418131,31.73,1,6 Edwards roads,Cardiff,N74 3QW
83732767,33232670,25568240,36.07,3,2 Taylor wells,Belfast,G1H 7HS
49060465,65984505,50586176,67.3,3,Studio 14I,Manchester,E35 4RR
52863679,23994514,61463942,48.97,4,Studio 4,Manchester,RH49 9FL
28728390,52384013,95635827,61.45,2,Studio 02L,Glasgow,SN7R 5FE
62733376,17895266,10435784,15.38,4,Flat 75v,Bristol,S8 0TA
17090662,79768536,95327753,707.75,2,95 Gardner radial,Manchester,L0H 5YU
53927527,96538737,27424596,81.67,2,Flat 3,Birmingham,GY0V 4BF
34579612,00970689,45173530,28.04,3,Flat 23a,Birmingham,EN44 5PG
92203801,79204309,18703140,193.69,2,1 Jack burg,Glasgow,G87 6JA
26275589,65274956,59905432,40.92,1,Flat 76,Liverpool,S3W 1LW
29540974,48087151,95776453,22.99,3,02 Brandon land,Manchester,CV46 9NU
08960862,98870737,80262685,54.48,4,Studio 5,Cardiff,L3G 9RS
06028075,28727156,88649242,6.76,4,73 Karen mountains,Newcastle,TS6 3QR
85008954,30424334,10380107,174.2,3,Flat 84,Bristol,L3K 3NL
42047500,55137493,74965952,39.92,4,Studio 54,Liverpool,B2F 0PS
50807661,10619062,44698588,63.92,2,Studio 31,Bristol,L4 4JL
41481804,96670358,94412162,24.35,2,3 Green causeway,Newcastle,CM54 7HX
21793536,21701772,36193499,16.76,2,Studio 68,Liverpool,TD30 0ZU
54698492,00836350,81634392,618.02,1,Studio 89,London,M7T 3ZH
55420028,82287306,42699570,33.04,4,8 Blackburn landing,Edinburgh,CT4 6NP
19868166,05264250,21919926,55.97,4,05 Jenkins circles,Cardiff,E0 0NT
18363988,05480490,45599673,88.82,4,Studio 49y,Belfast,CT26 9RJ
01519925,25638084,96392838,64.14,3,870 James via,Manchester,L6S 6PL
79797823,18369572,21919926,55.97,1,299 White overpass,Newcastle,S1J 3GU
97167876,74860955,94891449,75.72,3,8 Lewis stravenue,Glasgow,BH1 1ES
29937175,25672508,57644040,79.73,2,5 Rebecca union,Birmingham,TD88 0DW
47128063,64110935,59905432,40.92,4,858 Danny tunnel,Glasgow,ST3 1BX
07291464,72497686,67690961,41.31,2,Studio 19,Liverpool,WA44 5AZ
89079594,81274876,87951673,91.72,4,Flat 33Q,Belfast,N86 9SX
57611334,34313000,76319599,50.92,1,Flat 60O,Bristol,AL4 7HN
62653332,61546724,70526231,49.61,3,8 Richardson tunnel,Cardiff,NW8R 3WF
46982334,69546043,75946515,35.53,1,27 Luke spur,Belfast,W02 4EX
27539016,94440522,22906821,45.81,1,361 Lorraine path,Belfast,RG12 7ZD
70033004,37727218,69894676,15.28,4,520 James rue,Edinburgh,W4B 5BR
47978936,88219887,47952768,9.86,4,62 Rachael flats,Edinburgh,LD34 2JP
81838915,20527193,69118288,46.55,4,Studio 4,Newcastle,N09 3JE
90984313,20618287,03657114,72.8,2,14 Bradley drive,Newcastle,OL34 3EF
53847625,80755414,89839546,156.17,1,819 Sharon circle,Bristol,SG9X 8HR
72217779,38388096,56419948,50.48,2,Flat 7,London,E5H 4RR
31976065,11494282,22895462,548.1,3,266 Jones lodge,Newcastle,PH0X 8YE
16941091,72497686,13157413,56.04,4,Studio 19,Liverpool,WA44 5AZ
66241505,38399894,92698470,38.48,4,65 Baker rapids,Edinburgh,N1 0LQ
00700289,80435684,14529201,509.03,4,334 Lindsey unions,Liverpool,SM7M 4TJ
19132569,95411335,33068954,326.25,2,02 Tom lakes,Cardiff,N11 4YU
99123488,62100520,41196942,42.06,3,Flat 73,Belfast,CR78 9ER
59583359,15014830,47952768,9.86,4,1 Zoe mill,Manchester,AB1E 3UN
67831290,32332949,67842782,40.55,2,Flat 4,Birmingham,MK30 1DQ
13507642,71755589,23324497,72.32,4,Flat 99H,Glasgow,TS7 9RF
62223788,25644207,16221641,47.99,4,Studio 0,Glasgow,BA36 1YX
96856893,82707743,45308851,79.57,1,Flat 88K,Liverpool,MK9A 3TW
23052057,62744141,58129062,130.51,4,Studio 1,Bristol,N16 4WR
20988299,01727110,10915900,13.81,2,1 Russell wells,Liverpool,E63 3TU
95734271,78334252,69894676,15.28,4,879 Gavin grove,Newcastle,G4K 9QR
80548395,07311941,69084621,87.27,4,Studio 95,Glasgow,NE0 3EJ
01421873,77532232,25555768,34.68,3,Flat 11,Birmingham,B39 5TY
38630029,29343642,96392838,64.14,4,29 Fletcher corner,Belfast,N5B 2NS
42331169,47384154,17572222,87.9,2,14 Davies overpass,Birmingham,KA4N 3HE
52941322,93828163,40793538,84.39,1,7 Georgia shores,Edinburgh,L3U 1QY
96851889,94739747,49377369,86.65,3,Flat 21G,Liverpool,S5 9UH
91267331,01546266,25568240,36.07,4,324 Jane corner,Liverpool,SS7H 0RE
78663266,55347329,27106420,76.09,1,Flat 59,London,E2 0DH
89130932,69777987,98998293,20.86,4,257 David alley,Cardiff,G4 7BU
05171560,06955408,10609692,115.04,1,Flat 7,Edinburgh,E06 1WS
87248208,05264250,38685858,63.27,4,05 Jenkins circles,Cardiff,E0 0NT
76162649,80239790,10915900,13.81,4,Flat 03,Cardiff,PL6A 1FR
67181761,01546266,17572222,87.9,2,324 Jane corner,Liverpool,SS7H 0RE
44571609,06463299,53972096,41.68,4,Studio 32c,Newcastle,E3J 9NX
51821874,28928855,62201054,30.29,3,4 Williams inlet,Bristol,M1E 6RE
27688446,11646435,99003221,31.51,2,Flat 55,Belfast,M32 3SL
76023283,81521894,03657114,72.8,4,Studio 86,Manchester,M3B 9YB
08629861,53008391,41222412,9.07,4,Studio 71O,London,L29 5GZ
13147676,43605201,74049637,18.33,3,Studio 26j,Birmingham,M64 4AQ
73763869,45040302,87053911,39.09,3,8 Summers crescent,Newcastle,EH36 6XX
03546060,23480130,02475546,17.55,4,Flat 9,Glasgow,HD5 3TD
73805323,96437868,40793538,84.39,1,9 Jennings summit,Cardiff,W3S 0AD
73378453,90563002,47475558,80.83,4,Studio 77Z,Bristol,SM8B 2AY
92632272,70823809,45308851,79.57,4,2 Jackson port,Liverpool,RM88 1PG
47649459,93334209,62201054,30.29,1,414 Wood harbor,Glasgow,M7E 9YD
05933996,42357352,94891449,75.72,4,Studio 3,Liverpool,E0C 2EF
90130238,45371504,40793538,84.39,4,Flat 7,Cardiff,W8F 8DZ
76981914,74090856,06424744,8.4,2,Flat 21,Liverpool,G7 3EP
70807100,59304408,54229921,17.04,3,19 Terence way,Newcastle,G95 2LA
27062959,08288765,59817651,11.04,1,Studio 66N,Newcastle,DE00 0QY
53710644,34736877,13142164,189.17,1,Studio 7,Manchester,OL7 2FS
74540953,64508392,18703140,193.69,3,196 Jean plain,Bristol,DH7 2NQ
54441078,98940784,68890420,14.65,3,Studio 64,Newcastle,G41 5RA
54922890,21701772,19714736,5.86,3,Studio 68,Liverpool,TD30 0ZU
39484115,47534798,47760546,156.25,3,Studio 29C,Cardiff,B1 3LJ
47948923,51025663,41196942,42.06,4,25 Maurice views,Belfast,S2 2RY
73902226,07153497,02585942,48.36,1,Studio 56L,Newcastle,S5G 9NS
01048127,94440522,74049637,18.33,4,361 Lorraine path,Belfast,RG12 7ZD
15662164,21298124,14878853,19.56,1,Studio 02,Birmingham,G5F 9WJ
92248321,90562552,55522726,40.17,3,Studio 4,Manchester,RG44 3SE
39626304,20807540,53846489,342.68,4,Flat 65,London,E8A 8BQ
86983207,64733198,90332393,646.68,2,Flat 86H,Cardiff,M23 2BN
09955266,92158377,60936185,89.37,3,66 Ronald greens,London,NR35 8EN
40377337,07217206,49117701,698.72,4,Flat 2,Belfast,L82 5YP
78418254,07219219,41607033,832.11,4,Flat 14V,Edinburgh,DL00 8YX
69519278,82130711,93679244,11.91,1,Studio 44e,Cardiff,TS85 9HT
89815286,61165821,02585942,48.36,4,24 Bell path,Belfast,N6 6ZE
91609011,55137493,38685858,63.27,1,Studio 54,Liverpool,B2F 0PS
76435058,74596123,06489732,62.51,4,42 Dale mountains,Manchester,SE50 4YG
32300839,59820932,62201054,30.29,3,0 Lynne trail,Birmingham,N8 5QL
54941595,02318251,82394037,14.95,2,641 Davis street,Cardiff,N20 1QP
18759329,65159020,80262685,54.48,4,2 West manor,Glasgow,E8 9EZ
37529891,13480726,98667995,70.48,3,2 Higgins bypass,Belfast,E16 9UN
39377181,46861283,14314613,41.24,4,Studio 16f,London,G7T 2TU
36087767,35985868,75101387,83.53,2,Flat 78H,Edinburgh,WR20 8DL
63365807,68886014,10688163,61.63,2,Studio 9,Liverpool,E73 9RQ
91846211,81698546,82613014,115.06,3,776 Peter cliffs,Glasgow,E65 4FD
99688495,22822245,38475943,754.68,1,Flat 2,Newcastle,JE16 8BL
99247862,13480726,62201054,30.29,1,2 Higgins bypass,Belfast,E16 9UN
28089158,42550292,47833906,23.54,1,5 Jasmine knolls,London,B3 3FT
72044314,28960174,86006498,173.8,3,Studio 50,London,TA6V 9WR
20404056,42986220,45372526,20.36,3,05 Johnson ranch,Bristol,W3 1RS
92896952,98510546,69894676,15.28,1,739 James locks,Manchester,LD7 4XW
16574840,13010968,62201054,30.29,3,Flat 83g,Newcastle,G02 9QQ
76383093,73939553,87516684,46.81,3,Flat 5,Manchester,E6 4GW
83929326,11702817,66912896,58.74,2,10 Lynn dale,London,W2U 7AH
63610670,00481988,16487613,17.49,1,3 Garner dale,Bristol,YO0Y 0HG
29264394,79294424,75946515,35.53,3,2 Willis loaf,Birmingham,CR9X 8XX
18212685,77107235,54293395,23.55,2,Flat 58,London,KA8Y 4TJ
21993623,34189658,80748724,329.56,2,1 Watts locks,Birmingham,UB6M 1DU
36445207,54844377,59817651,11.04,3,Flat 92,Edinburgh,L50 2TB
04287841,72973581,98998293,20.86,2,684 Jill isle,Cardiff,L89 6HH
08157170,68314614,71602929,11.22,4,2 Rose cliffs,Cardiff,WV1B 2EE
22750826,77672091,30330557,57.96,2,7 Nicola highway,Belfast,EN31 7QY
48158764,16191643,49362178,94.04,2,Studio 55,Manchester,G8 5PZ
81048209,79204309,49362178,94.04,4,1 Jack burg,Glasgow,G87 6JA
25192907,46273789,50593588,13.45,4,Flat 5,Liverpool,DA87 8DL
31378711,96437868,44698588,63.92,4,9 Jennings summit,Cardiff,W3S 0AD
63359171,27852421,62201054,30.29,3,7 Donna route,Birmingham,HA1A 9ZG
57856569,28348678,02585942,48.36,1,Studio 72e,Glasgow,W08 5SR
45587776,74090856,67083715,25.61,2,Flat 21,Liverpool,G7 3EP
64112422,00053828,59336907,532.66,2,Studio 5,Cardiff,N94 0FX
22721751,30288248,45056694,375.4,2,63 Day view,Liverpool,RH3 7HL
27555450,99205163,32596846,7.73,4,87 Harding valleys,Bristol,PL29 7RN
02440100,51253482,12847038,8.45,2,0 William inlet,Edinburgh,W0F 4DH
65811653,24984944,46277374,34.21,2,65 Brenda rapids,Liverpool,SK1 9NP
75137443,98093447,93397593,5.01,4,Flat 83j,Newcastle,W3K 5GG
79631391,32063264,60382259,90.44,2,04 Alison park,London,S1 7JZ
74667466,94619520,41700920,908.66,2,Flat 32,Cardiff,RH82 8ZA
14430639,42896217,87951673,91.72,2,62 Edwards turnpike,Edinburgh,B1S 0AU
18902337,68114479,47952768,9.86,3,Studio 77q,Edinburgh,L8C 1EX
78640499,23480130,71068318,29.04,1,Flat 9,Glasgow,HD5 3TD
22214101,42987318,68195170,23.42,1,Flat 2,London,KA4 9AU
34682571,39357137,59336907,532.66,3,Flat 7,Birmingham,E4 7YZ
48631686,58394731,96407526,39.26,1,3 Olivia road,Bristol,SL6H 0LY
95428458,27852421,88147745,96.17,3,7 Donna route,Birmingham,HA1A 9ZG
31102585,68832251,15310905,899.26,2,277 Dawson forks,Bristol,B0 5YJ
50662748,02001446,40793538,84.39,2,716 Jones mountain,Cardiff,EC20 4ZG
36963350,26707840,68388837,49.96,4,Flat 18o,Belfast,BB33 6WH
75602651,65524117,34416685,27.05,2,19 Norton plaza,Manchester,PR10 3HH
02367381,43739591,87053911,39.09,3,Flat 04J,Manchester,DA0A 5HW
62149443,42433016,33353748,28.68,1,73 Stanley overpass,Birmingham,BB66 9GS
24822623,90519376,69781941,19.85,1,Studio 0,Edinburgh,S4J 0JL
93732243,02937028,63082690,48.68,4,8 Lynne hills,Liverpool,W4 4JT
82975568,46791924,71623970,70.26,3,Studio 9,Glasgow,HA7 2HA
69237558,37582027,35632473,77.52,3,821 Doyle plains,Belfast,LE5H 4DU
19510832,96538737,73480194,36.59,4,Flat 3,Birmingham,GY0V 4BF
09065749,50089342,79051123,573.47,4,29 Hill vista,Liverpool,G4A 2HA
47660464,79415371,11554449,84.62,2,4 Clive circle,Birmingham,EX59 1EH
54834756,34189658,94412162,24.35,2,1 Watts locks,Birmingham,UB6M 1DU
48325803,51025663,27106420,76.09,4,25 Maurice views,Belfast,S2 2RY
46926856,33356616,10380107,174.2,3,Studio 5,Bristol,G82 1ZB
